"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2016,9,"WN","Southwest Airlines Co.","SFO","San Francisco, CA: San Francisco International",1401.00,287.00,55.00,12.54,108.42,0.00,111.04,27.00,2.00,14224.00,3248.00,648.00,4929.00,0.00,5399.00,
2016,9,"WN","Southwest Airlines Co.","SJC","San Jose, CA: Norman Y. Mineta San Jose International",1953.00,252.00,55.25,1.00,41.85,0.09,153.81,8.00,0.00,10204.00,1802.00,201.00,1148.00,2.00,7051.00,
2016,9,"WN","Southwest Airlines Co.","SJU","San Juan, PR: Luis Munoz Marin International",188.00,24.00,4.56,1.15,6.01,0.00,12.28,0.00,1.00,1296.00,264.00,35.00,196.00,0.00,801.00,
2016,9,"WN","Southwest Airlines Co.","SLC","Salt Lake City, UT: Salt Lake City International",811.00,121.00,38.26,1.83,21.18,0.00,59.72,0.00,1.00,5012.00,1556.00,138.00,645.00,0.00,2673.00,
2016,9,"WN","Southwest Airlines Co.","SMF","Sacramento, CA: Sacramento International",1944.00,286.00,57.69,1.91,27.42,0.00,198.99,4.00,0.00,12181.00,2247.00,140.00,878.00,0.00,8916.00,
2016,9,"WN","Southwest Airlines Co.","SNA","Santa Ana, CA: John Wayne Airport-Orange County",1632.00,169.00,40.39,4.05,19.91,1.00,103.65,3.00,0.00,6600.00,2039.00,183.00,575.00,17.00,3786.00,
2016,9,"WN","Southwest Airlines Co.","STL","St. Louis, MO: Lambert-St. Louis International",2825.00,406.00,125.03,5.87,72.76,0.00,202.34,0.00,2.00,18168.00,5823.00,489.00,2377.00,0.00,9479.00,
2016,9,"WN","Southwest Airlines Co.","TPA","Tampa, FL: Tampa International",1790.00,267.00,76.95,15.90,77.28,0.00,96.87,0.00,2.00,14426.00,5087.00,948.00,3052.00,0.00,5339.00,
2016,9,"WN","Southwest Airlines Co.","TUL","Tulsa, OK: Tulsa International",362.00,52.00,22.11,0.66,5.16,0.00,24.07,0.00,0.00,2102.00,766.00,63.00,165.00,0.00,1108.00,
2016,9,"WN","Southwest Airlines Co.","TUS","Tucson, AZ: Tucson International",348.00,66.00,15.82,1.00,6.21,0.00,42.98,0.00,1.00,2468.00,527.00,42.00,236.00,0.00,1663.00,
